Reference Area,Time Period,Sex,Value
Slovenia,2015,Female,83.913028
Slovenia,2015,Male,83.861135
Slovenia,2015,Total,83.886222
Slovenia,2012,Female,80.212086
Slovenia,2012,Male,79.635288
Slovenia,2012,Total,79.91342
Slovenia,2011,Female,92.222042
Slovenia,2011,Male,93.081509
Slovenia,2011,Total,92.66109
South Africa,2015,Female,35.795122
South Africa,2015,Male,32.842762
South Africa,2015,Total,34.334839
South Africa,2011,Female,25.460443
South Africa,2011,Male,23.557876
South Africa,2011,Total,24.46512
Spain,2015,Female,76.021045
Spain,2015,Male,79.592988
Spain,2015,Total,77.804634
Spain,2012,Female,74.888758
Spain,2012,Male,77.855099
Spain,2012,Total,76.394596
Sweden,2015,Female,80.36239
Sweden,2015,Male,77.984334
Sweden,2015,Total,79.162546
Sweden,2012,Female,74.044804
Sweden,2012,Male,71.831105
Sweden,2012,Total,72.928084
Sweden,2011,Female,89.251762
Sweden,2011,Male,88.43557
Sweden,2011,Total,88.822955
Switzerland,2015,Female,83.93947
Switzerland,2015,Male,84.477873
Switzerland,2015,Total,84.219913
Switzerland,2012,Female,86.87887
Switzerland,2012,Male,88.233416
Switzerland,2012,Total,87.55722
Syrian Arab Republic,2011,Female,40.681307
Syrian Arab Republic,2011,Male,45.157866
Syrian Arab Republic,2011,Total,42.895763
Thailand,2015,Female,46.906958
Thailand,2015,Male,45.321804
Thailand,2015,Total,46.21988
Thailand,2012,Female,53.664139
Thailand,2012,Male,45.93733
Thailand,2012,Total,50.262607
Thailand,2011,Female,66.754463
Thailand,2011,Male,55.567352
Thailand,2011,Total,61.698092
The former Yugoslav Republic of Macedonia,2015,Female,30.745703
The former Yugoslav Republic of Macedonia,2015,Male,28.901826
The former Yugoslav Republic of Macedonia,2015,Total,29.773537
Trinidad and Tobago,2015,Female,51.927167
Trinidad and Tobago,2015,Male,43.45967
Trinidad and Tobago,2015,Total,47.747016
Tunisia,2015,Female,23.618813
Tunisia,2015,Male,27.018605
Tunisia,2015,Total,25.194304
Tunisia,2012,Female,28.673501
Tunisia,2012,Male,36.34358
Tunisia,2012,Total,32.250012
Tunisia,2011,Female,56.973242
Tunisia,2011,Male,66.349651
Tunisia,2011,Total,61.468874
Turkey,2015,Female,71.001176
Turkey,2015,Male,68.996686
Turkey,2015,Total,69.909357
Turkey,2011,Female,67.657191
Turkey,2011,Male,65.453876
Turkey,2011,Total,66.543505
Ukraine,2011,Female,82.329585
Ukraine,2011,Male,80.18175
Ukraine,2011,Total,81.263177
United Arab Emirates,2015,Female,53.423603
United Arab Emirates,2015,Male,49.056181
United Arab Emirates,2015,Total,51.270014
United Arab Emirates,2012,Female,55.682537
United Arab Emirates,2012,Male,51.665889
United Arab Emirates,2012,Total,53.716534
United Arab Emirates,2011,Female,80.214628
United Arab Emirates,2011,Male,69.927598
United Arab Emirates,2011,Total,75.140466
United States of America,2015,Female,69.866898
United States of America,2015,Male,71.374973
United States of America,2015,Total,70.621176
United States of America,2012,Female,74.837666
United States of America,2012,Male,73.496861
United States of America,2012,Total,74.154112
United States of America,2011,Female,91.873778
United States of America,2011,Male,91.956767
United States of America,2011,Total,91.914477
Uruguay,2015,Female,45.043142
Uruguay,2015,Male,50.355694
Uruguay,2015,Total,47.571522
Uruguay,2012,Female,41.542978
Uruguay,2012,Male,47.246023
Uruguay,2012,Total,44.215594
Viet Nam,2015,Female,82.505282
Viet Nam,2015,Male,79.211408
Viet Nam,2015,Total,80.897015
Viet Nam,2012,Female,85.725042
Viet Nam,2012,Male,85.781483
Viet Nam,2012,Total,85.751264
