Reference Area,Time Period,Sex,Value
Czechia,2015,Female,83.042779
Czechia,2015,Male,73.175243
Czechia,2015,Total,77.976744
Czechia,2012,Female,89.391396
Czechia,2012,Male,77.18939
Czechia,2012,Total,83.13411
Denmark,2015,Female,87.963854
Denmark,2015,Male,82.072573
Denmark,2015,Total,85.004384
Denmark,2012,Female,89.929365
Denmark,2012,Male,80.828955
Denmark,2012,Total,85.355783
Estonia,2015,Female,93.094079
Estonia,2015,Male,85.776314
Estonia,2015,Total,89.361353
Estonia,2012,Female,95.802442
Estonia,2012,Male,85.84959
Estonia,2012,Total,90.875933
Finland,2015,Female,94.289913
Finland,2015,Male,83.892688
Finland,2015,Total,88.908515
Finland,2012,Female,95.395649
Finland,2012,Male,82.261195
Finland,2012,Total,88.65054
France,2015,Female,83.079762
France,2015,Male,73.878934
France,2015,Total,78.513924
France,2012,Female,87.290176
France,2012,Male,74.519205
France,2012,Total,81.083457
Georgia,2015,Female,60.851771
Georgia,2015,Male,37.085087
Georgia,2015,Total,48.341948
Germany,2015,Female,86.419991
Germany,2015,Male,81.219553
Germany,2015,Total,83.773709
Germany,2012,Female,91.346046
Germany,2012,Male,79.871096
Germany,2012,Total,85.508988
Greece,2015,Female,80.438814
Greece,2015,Male,65.532771
Greece,2015,Total,72.682829
Greece,2012,Female,86.728786
Greece,2012,Male,67.837325
Greece,2012,Total,77.372539
Hungary,2015,Female,76.948416
Hungary,2015,Male,68.114643
Hungary,2015,Total,72.522493
Hungary,2012,Female,86.967076
Hungary,2012,Male,73.096668
Hungary,2012,Total,80.278924
Iceland,2015,Female,84.323853
Iceland,2015,Male,71.107672
Iceland,2015,Total,77.91121
Iceland,2012,Female,87.99087
Iceland,2012,Male,70.233593
Iceland,2012,Total,79.004571
Indonesia,2015,Female,51.231449
Indonesia,2015,Male,38.035516
Indonesia,2015,Total,44.620929
Indonesia,2012,Female,52.312048
Indonesia,2012,Male,37.419545
Indonesia,2012,Total,44.754084
Israel,2015,Female,78.235126
Israel,2015,Male,68.387987
Israel,2015,Total,73.409281
Israel,2012,Female,84.861581
Israel,2012,Male,67.698478
Israel,2012,Total,76.415697
Japan,2015,Female,89.170803
Japan,2015,Male,85.107752
Japan,2015,Total,87.122093
Japan,2012,Female,93.933469
Japan,2012,Male,86.90533
Japan,2012,Total,90.238878
Jordan,2015,Female,69.912844
Jordan,2015,Male,37.170894
Jordan,2015,Total,53.700734
Jordan,2012,Female,67.286151
Jordan,2012,Male,30.844464
Jordan,2012,Total,49.285161
Kazakhstan,2012,Female,52.600436
Kazakhstan,2012,Male,33.216771
Kazakhstan,2012,Total,42.945104
Latvia,2015,Female,89.037022
Latvia,2015,Male,75.625086
Latvia,2015,Total,82.320838
Latvia,2012,Female,91.849361
Latvia,2012,Male,74.349054
Latvia,2012,Total,83.020597
Lebanon,2015,Female,31.165474
Lebanon,2015,Male,27.861574
Lebanon,2015,Total,29.62933
Liechtenstein,2012,Female,90.340097
Liechtenstein,2012,Male,85.234056
Liechtenstein,2012,Total,87.624451
Lithuania,2015,Female,82.186842
Lithuania,2015,Male,67.815953
Lithuania,2015,Total,74.893691
Lithuania,2012,Female,89.648264
Lithuania,2012,Male,68.117045
Lithuania,2012,Total,78.800319
Luxembourg,2015,Female,77.986377
Luxembourg,2015,Male,70.68004
Luxembourg,2015,Total,74.358266
Luxembourg,2012,Female,82.416261
Luxembourg,2012,Male,73.381276
Luxembourg,2012,Total,77.830187
Malaysia,2012,Female,56.844626
Malaysia,2012,Male,37.059872
Malaysia,2012,Total,47.278391
Mexico,2015,Female,63.042056
Mexico,2015,Male,53.600107
Mexico,2015,Total,58.255172
Mexico,2012,Female,64.995281
Mexico,2012,Male,52.607619
Mexico,2012,Total,58.923102
Montenegro,2015,Female,65.584203
Montenegro,2015,Male,50.972281
Montenegro,2015,Total,58.113994
Montenegro,2012,Female,70.468254
Montenegro,2012,Male,42.949393
Montenegro,2012,Total,56.701782
Netherlands,2015,Female,85.507049
Netherlands,2015,Male,78.341286
Netherlands,2015,Total,81.936016
Netherlands,2012,Female,89.394241
Netherlands,2012,Male,82.782665
Netherlands,2012,Total,86.011164
New Zealand,2015,Female,87.640622
New Zealand,2015,Male,77.826342
New Zealand,2015,Total,82.70245
New Zealand,2012,Female,88.671151
New Zealand,2012,Male,79.001372
New Zealand,2012,Total,83.729902
Norway,2015,Female,90.832609
Norway,2015,Male,79.484768
Norway,2015,Total,85.085962
Norway,2012,Female,90.412224
Norway,2012,Male,77.475302
Norway,2012,Total,83.779319
Peru,2015,Female,47.995858
Peru,2015,Male,44.217382
Peru,2015,Total,46.097568
Peru,2012,Female,45.08082
Peru,2012,Male,34.875964
Peru,2012,Total,40.122456
Poland,2015,Female,90.523248
Poland,2015,Male,80.825177
Poland,2015,Total,85.587688
Poland,2012,Female,94.814046
Poland,2012,Male,83.774193
Poland,2012,Total,89.423138
Portugal,2015,Female,85.941649
Portugal,2015,Male,79.652211
Portugal,2015,Total,82.767373
Portugal,2012,Female,87.494926
Portugal,2012,Male,75.017138
Portugal,2012,Total,81.186425
Qatar,2015,Female,58.124336
Qatar,2015,Male,39.178051
Qatar,2015,Total,48.426088
Qatar,2012,Female,54.900191
Qatar,2012,Male,31.550807
Qatar,2012,Total,42.85175
Republic of Korea,2015,Female,92.363495
Republic of Korea,2015,Male,80.835651
Republic of Korea,2015,Total,86.342972
Republic of Korea,2012,Female,95.499083
Republic of Korea,2012,Male,89.608715
Republic of Korea,2012,Total,92.352372
Republic of Moldova,2015,Female,65.078288
Republic of Moldova,2015,Male,43.437101
Republic of Moldova,2015,Total,54.211925
Romania,2015,Female,64.34413
Romania,2015,Male,58.197212
Romania,2015,Total,61.285192
Romania,2012,Female,71.902614
Romania,2012,Male,53.184633
Romania,2012,Total,62.736073
Russian Federation,2015,Female,88.033561
Russian Federation,2015,Male,79.357729
Russian Federation,2015,Total,83.761773
Russian Federation,2012,Female,84.950241
Russian Federation,2012,Male,70.448174
Russian Federation,2012,Total,77.700704
Serbia,2012,Female,76.50089
Serbia,2012,Male,57.154517
Serbia,2012,Total,66.872435
Slovakia,2015,Female,74.726572
Slovakia,2015,Male,61.473806
Slovakia,2015,Total,67.898708
Slovakia,2012,Female,79.622793
Slovakia,2012,Male,64.647626
Slovakia,2012,Total,71.782098
Slovenia,2015,Female,91.084325
Slovenia,2015,Male,79.035045
Slovenia,2015,Total,84.860188
Slovenia,2012,Female,88.870202
Slovenia,2012,Male,69.531699
Slovenia,2012,Total,78.8567
Spain,2015,Female,87.153434
Spain,2015,Male,80.364729
Spain,2015,Total,83.76361
Spain,2012,Female,86.88123
Spain,2012,Male,76.590086
Spain,2012,Total,81.657017
Sweden,2015,Female,87.74147
Sweden,2015,Male,75.510886
Sweden,2015,Total,81.570549
Sweden,2012,Female,86.047406
Sweden,2012,Male,68.670009
Sweden,2012,Total,77.28123
Switzerland,2015,Female,84.85391
Switzerland,2015,Male,75.578812
Switzerland,2015,Total,80.022704
Switzerland,2012,Female,91.165613
Switzerland,2012,Male,81.461576
Switzerland,2012,Total,86.305877
Thailand,2015,Female,57.012914
Thailand,2015,Male,40.882036
Thailand,2015,Total,50.021059
Thailand,2012,Female,79.322926
Thailand,2012,Male,51.400054
Thailand,2012,Total,67.030588
The former Yugoslav Republic of Macedonia,2015,Female,37.621611
The former Yugoslav Republic of Macedonia,2015,Male,21.88222
The former Yugoslav Republic of Macedonia,2015,Total,29.323175
Trinidad and Tobago,2015,Female,66.779397
Trinidad and Tobago,2015,Male,48.018517
Trinidad and Tobago,2015,Total,57.51771
Tunisia,2015,Female,32.678759
Tunisia,2015,Male,23.487374
Tunisia,2015,Total,28.419399
Tunisia,2012,Female,57.41176
Tunisia,2012,Male,43.008268
Tunisia,2012,Total,50.6955
United Arab Emirates,2015,Female,70.496449
United Arab Emirates,2015,Male,48.388333
United Arab Emirates,2015,Total,59.594874
United Arab Emirates,2012,Female,76.997529
United Arab Emirates,2012,Male,51.406973
United Arab Emirates,2012,Total,64.47188
United States of America,2015,Female,84.665232
United States of America,2015,Male,77.356208
United States of America,2015,Total,81.009553
United States of America,2012,Female,89.18235
United States of America,2012,Male,77.832143
United States of America,2012,Total,83.395916
Uruguay,2015,Female,66.131417
Uruguay,2015,Male,55.320648
Uruguay,2015,Total,60.986293
Uruguay,2012,Female,59.860414
Uruguay,2012,Male,45.12255
Uruguay,2012,Total,52.953815
Viet Nam,2015,Female,91.150193
Viet Nam,2015,Male,80.922969
Viet Nam,2015,Total,86.15665
Viet Nam,2012,Female,94.560322
Viet Nam,2012,Male,86.003008
Viet Nam,2012,Total,90.58469
