Country or Area,Year,Value
Guinea,2010,0.580207288
Guinea,2003,0.572951366
Guinea,1996,0.305366838
Guinea-Bissau,2012,0.86414
Guinea-Bissau,2000,0.61367497
Guyana,2009,1.013514348
Haiti,2006,0.947737415
Haiti,2003,0.976191885
Honduras,2012,1.021109758
Honduras,2011,1.021011769
Honduras,2010,1.015135217
Honduras,2007,1.025451884
Honduras,2001,1.046257157
Hungary,2012,1.00156
Hungary,2004,1.00186
Hungary,1994,1.00072
India,2006,0.841015585
India,2001,0.804665407
India,1991,0.671328783
Indonesia,2011,0.999473222
Indonesia,2009,0.998458643
Indonesia,2008,0.998442104
Indonesia,2006,0.992217547
Indonesia,2004,0.996713608
Indonesia,1990,0.976047597
Iran (Islamic Republic of),2012,0.993433571
Iran (Islamic Republic of),2008,0.99724901
Iran (Islamic Republic of),2006,0.989568915
Iran (Islamic Republic of),2005,0.986011319
Iran (Islamic Republic of),2002,0.948069675
Iran (Islamic Republic of),1996,0.948069675
Iran (Islamic Republic of),1991,0.878461192
Iraq,2012,0.96263
Iraq,2000,0.905239724
Israel,2011,0.997922776
Italy,2012,1.00009
Italy,2001,1.000156698
Jamaica,2012,1.05723
Jamaica,1999,1.102897597
Jordan,2012,1.002027198
Jordan,2011,1.002043362
Jordan,2010,1.000077133
Jordan,2007,0.999944684
Jordan,2005,1.000934843
Jordan,2003,0.995817135
Kazakhstan,2009,1.000613156
Kazakhstan,1999,1.000587853
Kenya,2007,0.981096771
Kenya,2000,0.985350208
"Korea, Democratic People's Republic of",2008,1.000001915
Kuwait,2012,1.001001954
Kuwait,2008,1.001767468
Kuwait,2007,1.001107254
Kuwait,2006,0.999767461
Kuwait,2005,1.000969223
Kuwait,1995,0.961459657
Kyrgyzstan,2009,1.000952412
Kyrgyzstan,1999,1.000908285
Lao People's Democratic Republic,2005,0.88285747
Lao People's Democratic Republic,2001,0.90415303
Lao People's Democratic Republic,2000,0.835327505
Lao People's Democratic Republic,1995,0.812709539
Latvia,2011,1.000680536
Latvia,2000,1.000653103
Lebanon,2007,1.006974268
Lesotho,2009,1.241408102
Lesotho,2000,1.149371287
Liberia,2007,0.585811
Liberia,2004,0.55605
Liberia,1994,0.82404
Libyan Arab Jamahiriya,2012,0.99933
Libyan Arab Jamahiriya,2004,0.99592
Libyan Arab Jamahiriya,1994,0.82074
Lithuania,2011,1.000211839
Lithuania,2001,1.000804335
Madagascar,2009,0.970451236
Madagascar,2000,0.938500195
Malawi,2010,0.942270608
Malawi,1998,0.861245723
Malaysia,2010,1.000784953
Malaysia,2000,1.000612884
Malaysia,1991,0.992864982
Maldives,2006,1.001213521
Maldives,2000,1.002695557
Maldives,1995,1.002695557
Mali,2011,0.692684883
Mali,2010,0.602181004
Mali,2006,0.650031174
Mali,2003,0.64684
Mali,1998,0.522792414
Malta,2005,1.016940036
Malta,1995,1.036469671
Martinique,2012,0.9988
Martinique,2004,0.996294738
Martinique,1994,0.99632
Mauritania,2007,0.718561407
Mauritania,2000,0.819157488
Mauritius,2011,1.009077473
Mauritius,2000,1.017499213
Mauritius,1990,1.011139817
Mexico,2012,1.003132037
Mexico,2011,1.000915534
Mexico,2010,1.001184928
Mexico,2009,0.997076855
Mexico,2008,0.999458458
Mexico,2007,0.999157144
Mexico,2006,0.995775965
Mexico,2005,0.999832935
Mexico,2004,1.000929396
Mexico,2002,0.993173544
Mexico,2000,0.997221335
Mexico,1990,0.98895155
Mongolia,2010,1.009048292
Mongolia,2000,1.014776876
Montenegro,2011,0.996898364
Morocco,2011,0.833443368
Morocco,2009,0.83185038
Morocco,2008,0.814613929
Morocco,2004,0.748649676
Morocco,1994,0.644342855
Mozambique,2009,0.708163093
Mozambique,2003,0.672922828
Mozambique,1997,0.614826785
Myanmar,2012,0.99613
Myanmar,2000,0.975812046
Namibia,2007,1.088622955
Namibia,2001,1.025530602
Namibia,1991,1.055008892
Nepal,2011,0.868129494
Nepal,2001,0.746053101
Nepal,1991,0.478772026
Netherlands Antilles,1992,1.0075325
New Caledonia,2012,1.00257
New Caledonia,1996,1.000943078
Nicaragua,2005,1.043295621
Nicaragua,2001,1.062033666
Niger,2012,0.436032174
Niger,2005,0.442281061
Niger,2001,0.542642698
Nigeria,2008,0.766931403
Nigeria,2003,0.774490616
Nigeria,1991,0.76807811
Oman,2010,1.007796535
Oman,2008,0.999906359
Oman,2003,0.987701033
Pakistan,2011,0.809006211
Pakistan,2010,0.78358652
Pakistan,2009,0.776589585
Pakistan,2008,0.771214803
Pakistan,2006,0.737913498
Pakistan,2005,0.692594559
Pakistan,1998,0.642062117
Palau,2013,1.000344291
Panama,2010,0.993897973
Panama,2000,0.990595608
Panama,1990,0.993541244
Papua New Guinea,2012,1.13454
Papua New Guinea,2000,0.926582814
Paraguay,2010,1.002319586
Paraguay,2009,1.009657325
Paraguay,2008,1.005533555
Paraguay,2007,0.999690695
Paraguay,1992,0.994832782
Peru,2012,0.999558508
Peru,2007,0.986654619
Peru,2006,0.984214118
Peru,2005,0.983317448
Peru,2004,0.9780476
Peru,1993,0.967013333
Philippines,2008,1.01516773
Philippines,2003,1.032083243
Philippines,2000,1.013360619
Philippines,1990,1.006242509
Poland,2012,1
Poland,2004,1
Poland,1994,1
Portugal,2011,1.000883863
Portugal,1991,1.001164145
Puerto Rico,2010,1.000400877
Puerto Rico,2004,1.01377
Puerto Rico,1990,1.020474387
Qatar,2012,1.011643558
Qatar,2011,1.011992087
Qatar,2010,1.02011366
Qatar,2009,1.002501327
Qatar,2008,1.016432957
Qatar,2007,0.99868902
Qatar,2004,1.027971855
Qatar,1997,1.017918576
Republic of Moldova,2012,1
Republic of Moldova,2000,1.002498513
Reunion,2012,1.00265
Reunion,2004,1.013909257
Reunion,1994,1.01405
Romania,2011,0.999617532
Romania,2002,1.000361064
Romania,1992,0.998507988
Russian Federation,2010,1.000955649
Russian Federation,2002,1.000924922
Rwanda,2010,1.017139425
Rwanda,2000,0.978864762
Samoa,2012,1.00182
Samoa,2004,1.00108
Samoa,1991,0.998284907
Sao Tome and Principe,2008,0.93114251
Sao Tome and Principe,2001,0.988315346
Sao Tome and Principe,1991,0.95870972
Saudi Arabia,2013,0.998351135
Saudi Arabia,2004,0.976510888
Saudi Arabia,2000,0.955531456
Saudi Arabia,1992,0.862824409
Senegal,2011,0.797645012
Senegal,2009,0.757262786
Senegal,2006,0.766280092
Senegal,2002,0.700492789
Serbia,2012,0.99963
Seychelles,2012,1.006112906
Seychelles,2002,1.006112906
Seychelles,1994,1.006543128
Sierra Leone,2012,0.7513
Sierra Leone,2004,0.626654186
Singapore,2012,0.99995954
Singapore,2011,0.999176135
Singapore,2010,1.000288522
Singapore,2000,1.001956725
Singapore,1990,1.002318977
Slovenia,2012,1.00095
Slovenia,2004,1.00078
Slovenia,1991,1.000421538
Solomon Islands,1999,0.888888889
South Africa,2012,1.007859794
South Africa,2011,1.007330018
South Africa,2010,1.005210414
South Africa,2009,1.009214054
South Africa,2007,1.010788111
South Africa,1996,1.008450772
Spain,2012,1.000649044
Spain,2011,1.00091642
Spain,2010,1.001804784
Spain,2009,0.999182715
Spain,2008,1.000751421
Spain,2007,0.999780079
Spain,2005,0.999300954
Spain,1991,1.000297664
Sri Lanka,2010,1.009238065
Sri Lanka,2008,1.012879478
Sri Lanka,2006,1.009400804
Sri Lanka,2001,1.011106291
State of Palestine,2012,0.998811401
State of Palestine,2011,1.001079379
State of Palestine,2010,1.000631918
State of Palestine,2009,1.000005641
State of Palestine,2008,0.997594761
State of Palestine,2007,0.998514539
State of Palestine,2006,1.001074153
State of Palestine,2004,0.99828253
State of Palestine,1997,1.002836267
Sudan,2012,0.94624
Sudan,2000,0.844056454
Sudan (former),2000,0.844056454
Suriname,2010,1.00846582
Suriname,2008,1.000844469
Suriname,2004,0.984554378
Swaziland,2010,1.02778111
Swaziland,2000,1.024803061
Syrian Arab Republic,2012,0.97837
Syrian Arab Republic,2004,0.953611063
Syrian Arab Republic,2002,0.956965845
Tajikistan,2012,1.00024
Tajikistan,2000,1.000052981
Thailand,2010,0.999063535
Thailand,2005,0.9965599
Thailand,2000,0.997431638
The former Yugoslav Republic of Macedonia,2012,0.99686
The former Yugoslav Republic of Macedonia,2002,0.99494823
The former Yugoslav Republic of Macedonia,1994,0.99417428
Timor-Leste,2010,0.976129639
Togo,2011,0.836526708
Togo,2009,0.850816575
Togo,2006,0.800464853
Togo,2000,0.758535751
Tonga,2011,1.001447757
Tonga,2006,1.002546514
Tonga,1996,1.000899342
Trinidad and Tobago,2012,1.00017
Trinidad and Tobago,2004,1.00013
Trinidad and Tobago,1990,1
Tunisia,2011,0.980468168
Tunisia,2010,0.978441354
Tunisia,2008,0.976074934
Tunisia,2007,0.968158845
Tunisia,2004,0.95690327
Tunisia,1994,0.83093
Turkey,2012,0.988172999
Turkey,2011,0.984811927
Turkey,2010,0.979671912
Turkey,2009,0.975269751
Turkey,2007,0.956429134
Turkey,2006,0.956830388
Turkey,2005,0.955258984
Turkey,2004,0.951752604
Turkey,1990,0.9152437
Turkmenistan,2012,1.00124
Turkmenistan,1995,1.000050306
Uganda,2010,0.953548107
Uganda,2006,0.929683857
Uganda,2002,0.886240638
Uganda,1991,0.817413273
Ukraine,2012,1.0008
Ukraine,2001,1.000584103
United Arab Emirates,2005,1.036064997
United Republic of Tanzania,2010,0.951365043
United Republic of Tanzania,2002,0.941728504
Uruguay,2012,1.006810074
Uruguay,2011,1.00514726
Uruguay,2010,1.008804172
Uruguay,2009,1.014990016
Uruguay,2008,1.007022009
Uruguay,2007,1.005384109
Uruguay,2006,1.008163306
Uruguay,1996,1.008803868
Uzbekistan,2012,1.00102
Uzbekistan,2000,1.000411656
Vanuatu,2012,1.00371
Vanuatu,2004,0.99736
Vanuatu,1994,0.97555
Venezuela,2009,1.005445533
Venezuela,2007,1.008795071
Venezuela,2001,1.018064283
Venezuela,1990,1.01945561
Viet Nam,2009,0.993694567
Viet Nam,2000,0.983969855
Viet Nam,1999,0.993709649
Yemen,2012,0.80451
Yemen,2004,0.6514
Yemen,1994,0.427245434
Zambia,2007,0.831729058
Zambia,2002,0.853147308
Zambia,1999,0.912019089
Zambia,1990,0.974059803
Zimbabwe,2011,1.028283986
Zimbabwe,1992,0.977344382
